word,lemma,lemma1,mor,mor2,inCDI,aoa,category,lexical_class
settle,settle,settle,part,NA,FALSE,NA,NA,NA
sewed,sew,sew,part,NA,FALSE,NA,NA,NA
sewed,sew,sew,v,NA,FALSE,NA,NA,NA
stabilize,stabilize,stabilize,part,NA,FALSE,NA,NA,NA
stabilize,stabilize,stabilize,v,NA,FALSE,NA,NA,NA
stabilized,stabilize,stabilize,part,NA,FALSE,NA,NA,NA
stabilized,stabilize,stabilize,v,NA,FALSE,NA,NA,NA
stabilized,stabilized,NA,NA,NA,FALSE,NA,NA,NA
stabilizing,stabilize,stabilize,part,NA,FALSE,NA,NA,NA
stabilizing,stabilize,stabilize,v,NA,FALSE,NA,NA,NA
stabilizing,stabilizing,NA,NA,NA,FALSE,NA,NA,NA
stems,stem,stem,n,NA,FALSE,NA,NA,NA
stitch,stitch,stitch,n,NA,FALSE,NA,NA,NA
toothache,toothache,toothache,n,NA,FALSE,NA,NA,NA
wider,wide,wide,adj,NA,FALSE,NA,NA,NA
wider,wider,NA,NA,NA,FALSE,NA,NA,NA
winter,winter,winter,n,NA,FALSE,NA,NA,NA
attention,attention,attention,n,NA,FALSE,NA,NA,NA
challenge,challenge,challenge,n,NA,FALSE,NA,NA,NA
dell,dell,dell,n,NA,FALSE,NA,NA,NA
examine,examine,examine,v,NA,FALSE,NA,NA,NA
examine,examine,examine,n,NA,FALSE,NA,NA,NA
lake,lake,lake,n,NA,FALSE,NA,NA,NA
shoo,shoo,shoo,part,NA,FALSE,NA,NA,NA
shoo,shoo,shoo,v,NA,FALSE,NA,NA,NA
shooed,shoo,shoo,part,NA,FALSE,NA,NA,NA
shooed,shoo,shoo,v,NA,FALSE,NA,NA,NA
shooing,shoo,shoo,part,NA,FALSE,NA,NA,NA
shooing,shoo,shoo,v,NA,FALSE,NA,NA,NA
stake,stake,stake,v,NA,FALSE,NA,NA,NA
stake,stake,stake,n,NA,FALSE,NA,NA,NA
tantrum,tantrum,tantrum,n,NA,FALSE,NA,NA,NA
tide,tide,tide,n,NA,FALSE,NA,NA,NA
zap,zap,zap,v,NA,FALSE,NA,NA,NA
abner,abner,abner,n,prop,FALSE,NA,NA,NA
ally,ally,ally,n,prop,FALSE,NA,NA,NA
herman,herman,herman,n,prop,FALSE,NA,NA,NA
kieran,kieran,kieran,n,prop,FALSE,NA,NA,NA
lauren,lauren,lauren,n,prop,FALSE,NA,NA,NA
linus,linus,linus,n,prop,FALSE,NA,NA,NA
rosebud,rosebud,rosebud,n,prop,FALSE,NA,NA,NA
yodel,yodel,yodel,n,prop,FALSE,NA,NA,NA
yodel,yodel,yodel,part,NA,FALSE,NA,NA,NA
yodel,yodel,yodel,sing,NA,FALSE,NA,NA,NA
borrowed,borrow,borrow,v,NA,FALSE,NA,NA,NA
borrowed,borrow,borrow,part,NA,FALSE,NA,NA,NA
borrowed,borrowed,NA,NA,NA,FALSE,NA,NA,NA
brew,brew,brew,n,NA,FALSE,NA,NA,NA
comfortable,comfortable,NA,NA,NA,FALSE,NA,NA,NA
cooks,cook,cook,n,NA,TRUE,25,action_words,verbs
cooks,cook,cook,part,NA,TRUE,25,action_words,verbs
cooks,cook,cook,v,NA,TRUE,25,action_words,verbs
everyday,everyday,everyday,adj,NA,FALSE,NA,NA,NA
invites,invite,invite,n,NA,FALSE,NA,NA,NA
invites,invite,invite,v,NA,FALSE,NA,NA,NA
invites,invite,invite,part,NA,FALSE,NA,NA,NA
joined,join,join,v,NA,FALSE,NA,NA,NA
joined,joined,NA,NA,NA,FALSE,NA,NA,NA
leather,leather,leather,n,NA,FALSE,NA,NA,NA
marigold,marigold,marigold,n,NA,FALSE,NA,NA,NA
marked,mark,mark,v,NA,FALSE,NA,NA,NA
marked,mark,mark,n,prop,FALSE,NA,NA,NA
marked,mark,mark,part,NA,FALSE,NA,NA,NA
marked,marked,NA,NA,NA,FALSE,NA,NA,NA
mistakes,mistake,mistake,n,NA,FALSE,NA,NA,NA
moan,moan,moan,v,NA,FALSE,NA,NA,NA
nutty,nutty,NA,NA,NA,FALSE,NA,NA,NA
pandas,panda,panda,n,NA,FALSE,NA,NA,NA
peeing,pee,pee,n,NA,FALSE,NA,NA,NA
peeing,pee,pee,v,NA,FALSE,NA,NA,NA
peeing,pee,pee,part,NA,FALSE,NA,NA,NA
peeing,peeing,NA,NA,NA,FALSE,NA,NA,NA
planted,plant,plant,n,NA,TRUE,26,household,nouns
planted,plant,plant,v,NA,TRUE,26,household,nouns
planted,plant,plant,part,NA,TRUE,26,household,nouns
planted,planted,NA,NA,NA,FALSE,NA,NA,NA
pranced,prance,prance,part,NA,FALSE,NA,NA,NA
pranced,prance,prance,v,NA,FALSE,NA,NA,NA
pranced,pranced,NA,NA,NA,FALSE,NA,NA,NA
retired,retired,NA,NA,NA,FALSE,NA,NA,NA
retired,retire,retire,v,NA,FALSE,NA,NA,NA
scene,scene,scene,n,NA,FALSE,NA,NA,NA
shorter,short,short,adj,NA,FALSE,NA,NA,NA
stains,stain,stain,adj,NA,FALSE,NA,NA,NA
stains,stain,stain,n,NA,FALSE,NA,NA,NA
stains,stain,stain,part,NA,FALSE,NA,NA,NA
stains,stain,stain,v,NA,FALSE,NA,NA,NA
suitcase,suitcase,suitcase,n,NA,FALSE,NA,NA,NA
trout,trout,trout,n,NA,FALSE,NA,NA,NA
undone,undo,un+do,v,un,FALSE,NA,NA,NA
undone,undo,un+do,part,un,FALSE,NA,NA,NA
undone,undo,un+do,n,un,FALSE,NA,NA,NA
undone,undone,NA,NA,NA,FALSE,NA,NA,NA
backed,back,back,adv,NA,FALSE,NA,NA,NA
backed,back,back,adj,NA,FALSE,NA,NA,NA
backed,back,back,n,NA,FALSE,NA,NA,NA
backed,back,back,v,NA,FALSE,NA,NA,NA
backed,back,back,part,NA,FALSE,NA,NA,NA
backed,backed,NA,NA,NA,FALSE,NA,NA,NA
beam,beam,beam,n,NA,FALSE,NA,NA,NA
blackbirds,blackbird,NA,NA,NA,FALSE,NA,NA,NA
cooperation,cooperation,co+operation,n,co,FALSE,NA,NA,NA
ellipse,ellipse,ellipse,n,NA,FALSE,NA,NA,NA
froze,freeze,freeze,part,NA,FALSE,NA,NA,NA
froze,freeze,freeze,n,NA,FALSE,NA,NA,NA
froze,freeze,freeze,v,NA,FALSE,NA,NA,NA
gymnastics,gymnastics,gymnastics,n,pt,FALSE,NA,NA,NA
inviting,invite,invite,n,NA,FALSE,NA,NA,NA
inviting,invite,invite,v,NA,FALSE,NA,NA,NA
inviting,invite,invite,part,NA,FALSE,NA,NA,NA
inviting,inviting,NA,NA,NA,FALSE,NA,NA,NA
lumber,lumber,lumber,n,NA,FALSE,NA,NA,NA
musical,musical,musical,adj,NA,FALSE,NA,NA,NA
noticeable,noticeable,NA,NA,NA,FALSE,NA,NA,NA
peaceful,peaceful,NA,NA,NA,FALSE,NA,NA,NA
positions,position,position,n,NA,FALSE,NA,NA,NA
shaped,shape,shape,n,NA,FALSE,NA,NA,NA
shaped,shape,shape,v,NA,FALSE,NA,NA,NA
shaped,shape,shape,part,NA,FALSE,NA,NA,NA
shaped,shaped,NA,NA,NA,FALSE,NA,NA,NA
shelves,shelf,shelf,n,NA,FALSE,NA,NA,NA
shelves,shelve,shelve,v,NA,FALSE,NA,NA,NA
stakes,stake,stake,v,NA,FALSE,NA,NA,NA
stakes,stake,stake,n,NA,FALSE,NA,NA,NA
emmet,emmet,emmet,n,prop,FALSE,NA,NA,NA
mousie,mousie,mousie,n,prop,FALSE,NA,NA,NA
buckled,buckle,buckle,n,NA,FALSE,NA,NA,NA
buckled,buckle,buckle,v,NA,FALSE,NA,NA,NA
buckled,buckled,NA,NA,NA,FALSE,NA,NA,NA
camping,camping,NA,NA,NA,TRUE,NA,places,other
camping,camp,camp,n,prop,FALSE,NA,NA,NA
camping,camp,camp,v,NA,FALSE,NA,NA,NA
camping,camp,camp,part,NA,FALSE,NA,NA,NA
courting,court,court,n,gerund,FALSE,NA,NA,NA
courting,court,court,part,NA,FALSE,NA,NA,NA
courting,courting,NA,NA,NA,FALSE,NA,NA,NA
cumin,cumin,cumin,n,NA,FALSE,NA,NA,NA
decide,decide,decide,v,NA,FALSE,NA,NA,NA
decide,decide,decide,part,NA,FALSE,NA,NA,NA
gown,gown,gown,n,NA,FALSE,NA,NA,NA
hall,hall,hall,n,NA,FALSE,NA,NA,NA
hollow,hollow,hollow,n,NA,FALSE,NA,NA,NA
lining,line,line,n,NA,FALSE,NA,NA,NA
lining,line,line,v,NA,FALSE,NA,NA,NA
lining,line,line,part,NA,FALSE,NA,NA,NA
lining,lining,NA,NA,NA,FALSE,NA,NA,NA
marry,marry,marry,part,NA,FALSE,NA,NA,NA
marry,marry,marry,v,NA,FALSE,NA,NA,NA
munch,munch,munch,v,NA,FALSE,NA,NA,NA
oblong,oblong,oblong,adj,NA,FALSE,NA,NA,NA
oblong,oblong,oblong,n,adj,FALSE,NA,NA,NA
oblongs,oblong,oblong,adj,NA,FALSE,NA,NA,NA
oblongs,oblong,oblong,n,adj,FALSE,NA,NA,NA
paws,paw,paw,n,NA,FALSE,NA,NA,NA
pistol,pistol,pistol,n,NA,FALSE,NA,NA,NA
position,position,position,n,NA,FALSE,NA,NA,NA
reaching,reach,reach,n,NA,FALSE,NA,NA,NA
reaching,reach,reach,v,NA,FALSE,NA,NA,NA
reaching,reach,reach,part,NA,FALSE,NA,NA,NA
reaching,reaching,NA,NA,NA,FALSE,NA,NA,NA
rode,ride,ride,n,NA,TRUE,24,action_words,verbs
rode,ride,ride,v,NA,TRUE,24,action_words,verbs
rode,ride,ride,part,NA,TRUE,24,action_words,verbs
sense,sense,sense,n,NA,FALSE,NA,NA,NA
setting,set,set,v,NA,FALSE,NA,NA,NA
setting,set,set,n,NA,FALSE,NA,NA,NA
setting,set,set,part,NA,FALSE,NA,NA,NA
setting,setting,NA,NA,NA,FALSE,NA,NA,NA
sniff,sniff,sniff,v,NA,FALSE,NA,NA,NA
sniff,sniff,sniff,part,NA,FALSE,NA,NA,NA
sniffing,sniff,sniff,v,NA,FALSE,NA,NA,NA
sniffing,sniff,sniff,part,NA,FALSE,NA,NA,NA
sniffing,sniffing,NA,NA,NA,FALSE,NA,NA,NA
spread,spread,spread,n,NA,FALSE,NA,NA,NA
spread,spread,spread,part,NA,FALSE,NA,NA,NA
spread,spread,spread,v,NA,FALSE,NA,NA,NA
steps,step,step,v,NA,FALSE,NA,NA,NA
steps,step,step,n,NA,FALSE,NA,NA,NA
steps,step,step,part,NA,FALSE,NA,NA,NA
tearing,tear,tear,n,NA,TRUE,29,action_words,verbs
tearing,tear,tear,v,NA,TRUE,29,action_words,verbs
tearing,tear,tear,part,NA,TRUE,29,action_words,verbs
tearing,tearing,NA,NA,NA,FALSE,NA,NA,NA
tramped,tramp,tramp,part,NA,FALSE,NA,NA,NA
wedding,wedding,wedding,n,NA,FALSE,NA,NA,NA
wedding,wed,wed,v,NA,FALSE,NA,NA,NA
woodpecker,woodpecker,woodpecker,n,NA,FALSE,NA,NA,NA
woodpeckers,woodpecker,woodpecker,n,NA,FALSE,NA,NA,NA
fiona,fiona,fiona,n,prop,FALSE,NA,NA,NA
blender,blender,NA,NA,NA,FALSE,NA,NA,NA
boring,boring,NA,NA,NA,FALSE,NA,NA,NA
boring,bore,bore,part,NA,FALSE,NA,NA,NA
chopsticks,chopsticks,NA,NA,NA,FALSE,NA,NA,NA
cooked,cook,cook,n,NA,TRUE,25,action_words,verbs
cooked,cook,cook,part,NA,TRUE,25,action_words,verbs
cooked,cook,cook,v,NA,TRUE,25,action_words,verbs
cooked,cooked,NA,NA,NA,FALSE,NA,NA,NA
easier,easy,NA,NA,NA,FALSE,NA,NA,NA
linguine,linguine,linguine,n,NA,FALSE,NA,NA,NA
needing,need,need,v,NA,TRUE,28,helping_verbs,function_words
needing,need,need,part,NA,TRUE,28,helping_verbs,function_words
penne,penne,penne,n,NA,FALSE,NA,NA,NA
stirring,stir,stir,v,NA,FALSE,NA,NA,NA
stirring,stir,stir,part,NA,FALSE,NA,NA,NA
stirring,stirring,NA,NA,NA,FALSE,NA,NA,NA
switching,switch,switch,n,NA,FALSE,NA,NA,NA
switching,switch,switch,v,NA,FALSE,NA,NA,NA
switching,switch,switch,part,NA,FALSE,NA,NA,NA
switching,switching,NA,NA,NA,FALSE,NA,NA,NA
texture,texture,texture,n,NA,FALSE,NA,NA,NA
turmeric,turmeric,turmeric,n,NA,FALSE,NA,NA,NA
unpleasant,unpleasant,un+pleasant,adj,un,FALSE,NA,NA,NA
watery,watery,NA,NA,NA,FALSE,NA,NA,NA
gumma,gumma,gumma,n,prop,FALSE,NA,NA,NA
pajama,pajama,pajama,adj,NA,FALSE,NA,NA,NA
pajama,pajama,pajama,n,prop,FALSE,NA,NA,NA
activities,activity,activity,n,NA,FALSE,NA,NA,NA
allergic,allergic,allergic,adj,NA,FALSE,NA,NA,NA
chewed,chew,chew,v,NA,FALSE,NA,NA,NA
chewed,chew,chew,part,NA,FALSE,NA,NA,NA
chewed,chew,chew,n,gerund,FALSE,NA,NA,NA
chewed,chewed,NA,NA,NA,FALSE,NA,NA,NA
cleaners,cleaner,NA,NA,NA,FALSE,NA,NA,NA
curved,curved,NA,NA,NA,FALSE,NA,NA,NA
curved,curve,curve,n,NA,FALSE,NA,NA,NA
curved,curve,curve,adj,NA,FALSE,NA,NA,NA
curved,curve,curve,v,NA,FALSE,NA,NA,NA
curves,curve,curve,n,NA,FALSE,NA,NA,NA
curves,curve,curve,adj,NA,FALSE,NA,NA,NA
curves,curve,curve,v,NA,FALSE,NA,NA,NA
energies,energy,energy,n,NA,FALSE,NA,NA,NA
gulp,gulp,gulp,n,NA,FALSE,NA,NA,NA
gulp,gulp,gulp,v,NA,FALSE,NA,NA,NA
improvised,improvised,NA,NA,NA,FALSE,NA,NA,NA
improvised,improvise,improvise,part,NA,FALSE,NA,NA,NA
jumper,jumper,NA,NA,NA,FALSE,NA,NA,NA
patient,patient,patient,n,NA,FALSE,NA,NA,NA
patient,patient,patient,adj,NA,FALSE,NA,NA,NA
poems,poem,poem,n,NA,FALSE,NA,NA,NA
ramp,ramp,ramp,n,NA,FALSE,NA,NA,NA
stung,sting,sting,n,NA,FALSE,NA,NA,NA
stung,sting,sting,part,NA,FALSE,NA,NA,NA
stung,sting,sting,v,NA,FALSE,NA,NA,NA
twirling,twirl,twirl,adj,NA,FALSE,NA,NA,NA
twirling,twirl,twirl,v,NA,FALSE,NA,NA,NA
twirling,twirl,twirl,part,NA,FALSE,NA,NA,NA
twirling,twirling,NA,NA,NA,FALSE,NA,NA,NA
lubeck,lubeck,lubeck,n,prop,FALSE,NA,NA,NA
church,church,church,n,NA,TRUE,27,places,other
deluxe,deluxe,deluxe,adj,NA,FALSE,NA,NA,NA
dung,dung,dung,n,NA,FALSE,NA,NA,NA
faith,faith,faith,n,NA,FALSE,NA,NA,NA
fathers,father,father,n,NA,FALSE,NA,NA,NA
indoors,indoors,indoors,adv,NA,FALSE,NA,NA,NA
main,main,main,adj,NA,FALSE,NA,NA,NA
meanwhile,meanwhile,meanwhile,adv,NA,FALSE,NA,NA,NA
mick,mick,mick,adj,NA,FALSE,NA,NA,NA
mick,mick,mick,n,NA,FALSE,NA,NA,NA
smudges,smudge,smudge,v,NA,FALSE,NA,NA,NA
swallowed,swallow,swallow,part,NA,FALSE,NA,NA,NA
swallowed,swallow,swallow,v,NA,FALSE,NA,NA,NA
swallowed,swallow,swallow,n,NA,FALSE,NA,NA,NA
swallowed,swallowed,NA,NA,NA,FALSE,NA,NA,NA
bears,bears,bears,n,prop,FALSE,NA,NA,NA
bother,bother,bother,v,NA,FALSE,NA,NA,NA
combo,combo,combo,n,NA,FALSE,NA,NA,NA
laugh,laugh,laugh,v,NA,FALSE,NA,NA,NA
laugh,laugh,laugh,part,NA,FALSE,NA,NA,NA
laugh,laugh,laugh,n,gerund,FALSE,NA,NA,NA
period,period,period,n,NA,FALSE,NA,NA,NA
pins,pin,pin,n,NA,FALSE,NA,NA,NA
pins,pin,pin,v,NA,FALSE,NA,NA,NA
preschool,preschool,pre+school,n,pre,FALSE,NA,NA,NA
raw,raw,raw,adj,NA,FALSE,NA,NA,NA
sized,sized,NA,NA,NA,FALSE,NA,NA,NA
sized,size,size,n,NA,FALSE,NA,NA,NA
sized,size,size,v,NA,FALSE,NA,NA,NA
steal,steal,steal,v,NA,FALSE,NA,NA,NA
steal,steal,steal,part,NA,FALSE,NA,NA,NA
stealing,steal,steal,v,NA,FALSE,NA,NA,NA
stealing,steal,steal,part,NA,FALSE,NA,NA,NA
stealing,stealing,NA,NA,NA,FALSE,NA,NA,NA
bones,bones,bones,n,prop,FALSE,NA,NA,NA
carwin,carwin,carwin,n,prop,FALSE,NA,NA,NA
pappy,pappy,pappy,n,prop,FALSE,NA,NA,NA
crossed,cross,cross,part,NA,FALSE,NA,NA,NA
crossed,cross,cross,n,NA,FALSE,NA,NA,NA
crossed,cross,cross,v,NA,FALSE,NA,NA,NA
crossed,crossed,NA,NA,NA,FALSE,NA,NA,NA
crosswalk,crosswalk,NA,NA,NA,FALSE,NA,NA,NA
dryer,dryer,dryer,n,NA,TRUE,28,furniture_rooms,nouns
fitting,fitting,NA,NA,NA,FALSE,NA,NA,NA
fitting,fit,fit,part,NA,TRUE,28,action_words,verbs
fitting,fit,fit,v,NA,TRUE,28,action_words,verbs
hardwood,hardwood,hardwood,n,NA,FALSE,NA,NA,NA
hid,hide,hide,n,NA,TRUE,25,action_words,verbs
hid,hide,hide,part,NA,TRUE,25,action_words,verbs
hid,hide,hide,v,NA,TRUE,25,action_words,verbs
hiking,hike,hike,v,NA,FALSE,NA,NA,NA
hiking,hike,hike,n,gerund,FALSE,NA,NA,NA
hiking,hiking,NA,NA,NA,FALSE,NA,NA,NA
lambs,lamb,lamb,n,NA,TRUE,26,animals,nouns
lantern,lantern,lantern,n,NA,FALSE,NA,NA,NA
lanterns,lantern,lantern,n,NA,FALSE,NA,NA,NA
lighting,lighting,NA,NA,NA,FALSE,NA,NA,NA
lighting,light,light,n,NA,FALSE,NA,NA,NA
lighting,light,light,adj,NA,FALSE,NA,NA,NA
lighting,light,light,v,NA,FALSE,NA,NA,NA
lighting,light,light,part,NA,FALSE,NA,NA,NA
lint,lint,lint,n,NA,FALSE,NA,NA,NA
manners,manner,manner,n,NA,FALSE,NA,NA,NA
polish,polish,polish,n,NA,FALSE,NA,NA,NA
quarter,quarter,quarter,n,NA,FALSE,NA,NA,NA
seesaws,seesaw,seesaw,n,NA,FALSE,NA,NA,NA
seesaws,seesaw,seesaw,v,NA,FALSE,NA,NA,NA
slop,slop,slop,n,NA,FALSE,NA,NA,NA
syringe,syringe,syringe,n,NA,FALSE,NA,NA,NA
transmit,transmit,transmit,n,NA,FALSE,NA,NA,NA
transmit,transmit,transmit,v,NA,FALSE,NA,NA,NA
transmitter,transmitter,NA,NA,NA,FALSE,NA,NA,NA
camouflaged,camouflaged,NA,NA,NA,FALSE,NA,NA,NA
camouflaged,camouflage,camouflage,part,NA,FALSE,NA,NA,NA
cardamom,cardamom,cardamom,n,NA,FALSE,NA,NA,NA
chickadee,chickadee,chickadee,n,NA,FALSE,NA,NA,NA
decided,decide,decide,v,NA,FALSE,NA,NA,NA
decided,decide,decide,part,NA,FALSE,NA,NA,NA
decided,decided,NA,NA,NA,FALSE,NA,NA,NA
decided,decided ,NA,NA,NA,FALSE,NA,NA,NA
flattening,flatten,flatten,part,NA,FALSE,NA,NA,NA
flattening,flattening,NA,NA,NA,FALSE,NA,NA,NA
floating,float,float,n,NA,FALSE,NA,NA,NA
floating,float,float,part,NA,FALSE,NA,NA,NA
floating,floating,NA,NA,NA,FALSE,NA,NA,NA
gravel,gravel,gravel,n,NA,FALSE,NA,NA,NA
jig,jig,jig,n,NA,FALSE,NA,NA,NA
magnet,magnet,magnet,n,NA,FALSE,NA,NA,NA
magnetic,magnetic,magnetic,adj,NA,FALSE,NA,NA,NA
surfboards,surfboard,surfboard,n,NA,FALSE,NA,NA,NA
transmitters,transmitter,NA,NA,NA,FALSE,NA,NA,NA
wandering,wander,wander,part,NA,FALSE,NA,NA,NA
wandering,wander,wander,v,NA,FALSE,NA,NA,NA
wandering,wandering,NA,NA,NA,FALSE,NA,NA,NA
camilla,camilla,camilla,n,prop,FALSE,NA,NA,NA
michaela,michaela,michaela,n,prop,FALSE,NA,NA,NA
prodigal,prodigal,prodigal,n,prop,FALSE,NA,NA,NA
son,son,son,n,prop,FALSE,NA,NA,NA
allow,allow,allow,part,NA,FALSE,NA,NA,NA
allow,allow,allow,v,NA,FALSE,NA,NA,NA
demanding,demand,demand,part,NA,FALSE,NA,NA,NA
demanding,demanding,NA,NA,NA,FALSE,NA,NA,NA
eaten,eat,eat,v,NA,TRUE,20,action_words,verbs
eaten,eat,eat,part,NA,TRUE,20,action_words,verbs
eaten,eat,eat,n,gerund,TRUE,20,action_words,verbs
eaten,eaten,NA,NA,NA,FALSE,NA,NA,NA
ends,end,end,n,NA,FALSE,NA,NA,NA
ends,end,end,part,NA,FALSE,NA,NA,NA
ends,end,end,v,NA,FALSE,NA,NA,NA
nag,nag,nag,v,NA,FALSE,NA,NA,NA
nutshell,nutshell,nutshell,n,NA,FALSE,NA,NA,NA
playhouse,playhouse,NA,NA,NA,FALSE,NA,NA,NA
tongs,tongs,tongs,n,pt,FALSE,NA,NA,NA
magna,magna,magna,n,prop,FALSE,NA,NA,NA
catalogue,catalogue,catalogue,v,NA,FALSE,NA,NA,NA
expect,expect,expect,v,NA,FALSE,NA,NA,NA
footsteps,footstep,footstep,n,NA,FALSE,NA,NA,NA
handle,handle,handle,n,NA,FALSE,NA,NA,NA
handle,handle,handle,part,NA,FALSE,NA,NA,NA
journey,journey,journey,n,NA,FALSE,NA,NA,NA
leaning,leaning,leaning,n,prop,FALSE,NA,NA,NA
obstacle,obstacle,obstacle,n,NA,FALSE,NA,NA,NA
potholes,pothole,pothole,n,NA,FALSE,NA,NA,NA
practically,practically,NA,NA,NA,FALSE,NA,NA,NA
tear,tear,tear,n,NA,TRUE,29,action_words,verbs
tear,tear,tear,v,NA,TRUE,29,action_words,verbs
tear,tear,tear,part,NA,TRUE,29,action_words,verbs
unlock,unlock,un+lock,part,un,FALSE,NA,NA,NA
unlock,unlock,un+lock,v,un,FALSE,NA,NA,NA
duncan,duncan,duncan,n,prop,FALSE,NA,NA,NA
kooky,kooky,kooky,n,prop,FALSE,NA,NA,NA
libba,libba,libba,n,prop,FALSE,NA,NA,NA
doorway,doorway,NA,NA,NA,FALSE,NA,NA,NA
fax,fax,fax,n,NA,FALSE,NA,NA,NA
hint,hint,hint,n,NA,FALSE,NA,NA,NA
mischievous,mischievous,mischievous,adj,NA,FALSE,NA,NA,NA
since,since,since,conj,NA,FALSE,NA,NA,NA
since,since,since,prep,NA,FALSE,NA,NA,NA
startled,startle,startle,part,NA,FALSE,NA,NA,NA
startled,startled,NA,NA,NA,FALSE,NA,NA,NA
straddles,straddle,straddle,v,NA,FALSE,NA,NA,NA
switched,switch,switch,n,NA,FALSE,NA,NA,NA
switched,switch,switch,v,NA,FALSE,NA,NA,NA
switched,switch,switch,part,NA,FALSE,NA,NA,NA
switched,switched,NA,NA,NA,FALSE,NA,NA,NA
tab,tab,tab,n,NA,FALSE,NA,NA,NA
uncomfortable,uncomfortable,NA,NA,NA,FALSE,NA,NA,NA
english,english,english,n,prop,FALSE,NA,NA,NA
licks,lick,lick,v,NA,TRUE,27,action_words,verbs
licks,lick,lick,part,NA,TRUE,27,action_words,verbs
licks,lick,lick,n,gerund,TRUE,27,action_words,verbs
poof,poof,poof,n,prop,FALSE,NA,NA,NA
assistant,assistant,assistant,n,NA,FALSE,NA,NA,NA
cavity,cavity,cavity,n,NA,FALSE,NA,NA,NA
chart,chart,chart,n,NA,FALSE,NA,NA,NA
construction,construction,construction,n,NA,FALSE,NA,NA,NA
decorate,decorate,decorate,v,NA,FALSE,NA,NA,NA
decorate,decorate,decorate,part,NA,FALSE,NA,NA,NA
examination,examination,examination,n,NA,FALSE,NA,NA,NA
gluing,glue,glue,n,NA,TRUE,29,toys,nouns
gluing,glue,glue,v,NA,TRUE,29,toys,nouns
gluing,glue,glue,part,NA,TRUE,29,toys,nouns
gluing,gluing,NA,NA,NA,FALSE,NA,NA,NA
growled,growl,growl,part,NA,FALSE,NA,NA,NA
growled,growl,growl,v,NA,FALSE,NA,NA,NA
growling,growl,growl,part,NA,FALSE,NA,NA,NA
growling,growl,growl,v,NA,FALSE,NA,NA,NA
growling,growling,NA,NA,NA,FALSE,NA,NA,NA
heck,heck,heck,n,NA,FALSE,NA,NA,NA
language,language,language,n,NA,FALSE,NA,NA,NA
mornings,morning,morning,n,NA,TRUE,27,time_words,other
mornings,morning,morning,co,NA,TRUE,27,time_words,other
origami,origami,origami,n,NA,FALSE,NA,NA,NA
pastel,pastel,pastel,n,NA,FALSE,NA,NA,NA
pastels,pastel,pastel,n,NA,FALSE,NA,NA,NA
rotten,rotten,rotten,adj,NA,FALSE,NA,NA,NA
sibling,sibling,sibling,n,NA,FALSE,NA,NA,NA
smudge,smudge,smudge,v,NA,FALSE,NA,NA,NA
stings,sting,sting,n,NA,FALSE,NA,NA,NA
stings,sting,sting,part,NA,FALSE,NA,NA,NA
stings,sting,sting,v,NA,FALSE,NA,NA,NA
stringing,string,string,n,NA,FALSE,NA,NA,NA
stringing,string,string,v,NA,FALSE,NA,NA,NA
stringing,string,string,part,NA,FALSE,NA,NA,NA
stringing,stringing,NA,NA,NA,FALSE,NA,NA,NA
velcro,velcro,velcro,v,NA,FALSE,NA,NA,NA
velcro,velcro,velcro,n,NA,FALSE,NA,NA,NA
vet,vet,vet,n,NA,FALSE,NA,NA,NA
astaire,astaire,astaire,n,prop,FALSE,NA,NA,NA
briar,briar,briar,n,prop,FALSE,NA,NA,NA
curie,curie,curie,n,prop,FALSE,NA,NA,NA
devon,devon,devon,n,prop,FALSE,NA,NA,NA
guernsey,guernsey,guernsey,n,prop,FALSE,NA,NA,NA
holstein,holstein,holstein,n,prop,FALSE,NA,NA,NA
january,january,january,n,prop,FALSE,NA,NA,NA
marie,marie,marie,n,prop,FALSE,NA,NA,NA
mckayla,mckayla,mckayla,n,prop,FALSE,NA,NA,NA
belonged,belong,belong,v,NA,FALSE,NA,NA,NA
cages,cage,cage,n,NA,FALSE,NA,NA,NA
comfort,comfort,comfort,adj,NA,FALSE,NA,NA,NA
comfort,comfort,comfort,n,NA,FALSE,NA,NA,NA
comfort,comfort,comfort,v,NA,FALSE,NA,NA,NA
cords,cord,cord,n,NA,FALSE,NA,NA,NA
crawled,crawl,crawl,part,NA,FALSE,NA,NA,NA
crawled,crawl,crawl,n,NA,FALSE,NA,NA,NA
diva,diva,diva,n,NA,FALSE,NA,NA,NA
eighth,eighth,eighth,adj,NA,FALSE,NA,NA,NA
erasing,erase,erase,v,NA,FALSE,NA,NA,NA
erasing,erase,erase,n,NA,FALSE,NA,NA,NA
erasing,erase,erase,part,NA,FALSE,NA,NA,NA
erasing,erasing,NA,NA,NA,FALSE,NA,NA,NA
explain,explain,explain,v,NA,FALSE,NA,NA,NA
grinder,grinder,NA,NA,NA,FALSE,NA,NA,NA
haddock,haddock,haddock,n,NA,FALSE,NA,NA,NA
itself,itself,itself,pro,refl,FALSE,NA,NA,NA
keeps,keep,keep,v,NA,FALSE,NA,NA,NA
keeps,keep,keep,n,NA,FALSE,NA,NA,NA
keeps,keep,keep,part,NA,FALSE,NA,NA,NA
keeps,keeps,NA,NA,NA,FALSE,NA,NA,NA
leaped,leap,leap,part,NA,FALSE,NA,NA,NA
leaped,leap,leap,v,NA,FALSE,NA,NA,NA
